42.2448967968,-122.787421569,51
42.2439241031,-122.789363153,41
42.24226,-122.7881,89
42.24668,-122.78524,47
42.2732626019,-122.814379671,208
42.2445833,-122.7864704,7
42.2442717965,-122.786449695,7
42.24533,-122.78759,39
42.2289619,-122.755515,95
42.245906,-122.7847585,70
42.24428,-122.78835,25
42.2453939345,-122.78262008,13
42.2691812291,-122.810314894,10
42.2448196411,-122.783660889,20
42.24366,-122.7876129,4
42.273569,-122.815521,22
42.314937,-122.83315,53
42.32377,-122.86764,13
42.2436904907,-122.786621094,34
42.25358,-122.77535,28
42.2752691748,-122.817323353,48
42.2454611,-122.7847586,3
42.263759613,-122.805610657,10
42.31509,-122.83279,14
42.2440999,-122.7820037,3
42.2610397339,-122.827613831,2
42.24366,-122.78761,3
42.24496,-122.78462,5
42.24464,-122.78666,1
42.2337875366,-122.803359985,1
42.37603,-122.91444,3
42.27561,-122.81737,6
42.26105,-122.82494,8
42.2738418579,-122.814758301,17
42.2185779023,-122.736387178,11
42.225989,-122.741038,16
42.2768648861,-122.818658457,12
42.24698,-122.785847,3
42.2188033909,-122.73694776,9
42.1978351,-122.6400201,51
42.27561,-122.81737,3
42.2760238647,-122.818000793,2
42.60107,-122.81872,3
42.3463,-122.924306,2
44.8316258613,-122.793719493,39
44.7982,-122.79254,9
44.6245254283,-123.082931899,67
44.71958,-123.0103549,17
44.8431212421,-122.95261635,67
44.7179038308,-123.01000601,15
44.80054,-122.79396,42
44.84056,-122.86661,32
44.71636,-123.01125,11
44.64535,-123.06391,105
44.6340025,-123.0848872,114
44.7056946158,-122.848871648,14
44.6279647,-123.0773407,62
44.5270112225,-122.907553504,22
44.8297925034,-122.794776047,14
44.63658,-123.07479,24
44.80284,-122.79531,36
44.7168273926,-123.011871338,10
44.827789,-123.012343,136
44.8853279,-123.0318444,91
44.8007949666,-122.795665736,13
44.80497,-123.09951,51
44.872739,-123.0250197,31
44.6372277,-123.1065629,128
44.8022088247,-122.794722833,8
44.63417,-123.08095,168
44.8410377502,-122.870132446,6
44.8105199,-123.00246,4
44.6371253985,-123.106855761,202
44.8014,-122.80666,13
44.7996042,-122.7925804,27
44.637752,-123.091415,65
44.63623,-123.1063,151
44.6622474,-122.9719215,6
44.7988021374,-122.79220663,42
44.840913847,-122.865750252,4
44.8025573,-122.794303,12
44.8862285823,-123.033547103,25
44.7970237732,-122.793563843,30
44.637046688,-123.107284602,167
44.8092401565,-122.782677747,4
44.6444276,-123.1128983,193
44.6313631,-123.0708479,48
44.87225,-123.02526,27
44.8303413391,-122.794158936,43
44.6234409,-123.1143898,21
44.63528,-123.07883,145
44.6302112192,-122.956803739,15
44.807579,-122.793915,14
44.7967609763,-122.794439569,3
45.5182351,-123.1109274,71
45.51861,-123.11243,137
45.5201027,-123.112376,121
45.5211791992,-123.112998962,72
45.5200451,-123.0936655,27
45.5208106151,-123.113249069,25
45.5198515,-123.1129461,235
45.5207,-123.11238,68
45.51851,-123.10814,100
45.52119,-123.1117,142
45.5194,-123.094796,59
45.5198326111,-123.112327576,64
45.51947,-123.11722,62
45.517993927,-123.103492737,17
45.5211135,-123.1122521,79
45.519983,-123.1118004,27
45.5197649,-123.1062557,58
45.517993927,-123.103492737,35
45.51921,-123.10699,43
45.5208,-123.11237,41
45.5186006496,-123.11422998,30
45.52086,-123.11232,35
45.5197649,-123.1059126,40
45.51898,-123.07514,10
45.5194129944,-123.105125427,58
45.51834,-123.10295,6
45.51939,-123.0948,44
45.5183132051,-123.110932186,2
45.520463,-123.106163,25
45.521226,-123.051062,61
45.52053,-123.11248,31
45.507781,-123.103598,87
45.5214282,-123.0860996,82
45.51969,-123.07159,100
45.5203,-123.05898,10
45.5197499679,-123.112961277,7
45.5200462,-123.0936661,20
45.525778,-123.076009,4
45.51923,-123.11178,52
45.5497737229,-123.156252801,61
45.5193901,-123.0948029,32
45.52098,-123.04641,20
45.5210835685,-123.086546883,12
45.5203,-123.05858,9
45.47249,-123.04566,15
45.5206604004,-123.054176331,40
45.520272,-123.071119,6
45.4838450353,-123.048657043,10
45.520690918,-123.058517456,2
45.47375,-123.14273,26
45.6971701734,-120.729926527,95
45.6956,-120.735518,26
45.6953243235,-120.735125461,4
45.8204803467,-120.823417664,37
45.8184669,-120.8226325,81
45.82247,-120.82384,11
45.6700584,-120.832033,22
45.6701316833,-120.832229614,17
45.81312,-120.81013,28
45.8222286,-120.822161,17
45.58976,-120.69806,10
45.6722591559,-120.881065779,59
45.6823784,-120.8349872,13
45.6701572984,-120.832034871,3
45.6866177872,-120.811836778,1
45.8190345764,-120.817970276,13
45.8258,-120.8058,23
45.8223022,-120.8226685,9
45.8229284039,-120.824658821,4
45.61649,-120.73672,5
45.8151793,-120.8228249,1
45.6694425075,-120.834914893,16
45.8219909668,-120.821609497,12
45.7592473305,-120.824051054,2
45.8134389457,-120.811494088,5
45.68748,-120.81345,7
45.8123816173,-120.808436126,9
45.669492177,-120.83085537,3
45.8230099,-120.82541,1
45.6858492,-120.8193174,2
45.820003,-120.822047,3
45.8261070251,-120.804832458,19
45.8219837397,-120.822555944,7
45.8243417,-120.8392047,3
45.82259,-120.81292,1
45.8206702492,-120.821797885,1
45.82493,-120.80705,1
44.84056,-122.86661,32
44.8410377502,-122.870132446,6
44.840913847,-122.865750252,4
44.84080486,-122.868310958,12
44.84061,-122.87115,2
44.8092401565,-122.782677747,4
44.856781,-122.8636703,8
44.91199,-123.04548,2
44.94832,-123.05689,1
45.44906,-122.72255,122
44.6245254283,-123.082931899,67
44.6340025,-123.0848872,114
44.6372277,-123.1065629,128
44.6279647,-123.0773407,62
44.6371253985,-123.106855761,202
44.63417,-123.08095,168
44.63623,-123.1063,151
44.64535,-123.06391,105
44.63658,-123.07479,24
44.637752,-123.091415,65
44.6370859,-123.1059627,18
44.637046688,-123.107284602,167
44.63609,-123.1075,27
44.6234409,-123.1143898,21
44.63746,-123.10662,67
44.6391983032,-123.094024658,133
44.6444276,-123.1128983,193
44.6244799407,-123.09006201,49
44.6370698,-123.1064823,78
44.632961,-123.103523,54
44.6358,-123.11004,58
44.63528,-123.07883,145
44.6366424561,-123.109741211,63
44.6355024319,-123.102377951,1
44.6313631,-123.0708479,48
44.6358413696,-123.106689453,40
44.6315874,-123.0716836,72
44.63043,-123.08074,9
44.6381199,-123.08815,27
44.63342,-123.09328,48
44.6288151294,-123.081190512,6
44.6374964887,-123.104595847,15
44.63135,-123.10396,60
44.63282,-123.07818,59
44.6323699951,-123.076820374,116
44.64464,-123.11281,81
44.6371,-123.10567,7
44.6313226,-123.1037526,20
44.63575,-123.10748,24
44.631037485,-123.06800846,40
44.6327,-123.07468,56
44.6329359,-123.0781616,84
44.6365,-123.10805,16
44.6370675,-123.1066968,16
44.639106,-123.0982043,14
44.6326904,-123.0746765,9
44.63607,-123.07869,33
44.63358,-123.08531,12
44.63186,-123.07824,17
44.643998,-123.1113589,66
45.5597,-122.55925,208
45.555735,-122.569824,61
45.5585472286,-122.551365048,122
45.55832,-122.56336,66
45.55879,-122.55704,121
45.559213873,-122.557632768,12
45.55989,-122.55713,29
45.5556106567,-122.561515808,19
45.5556793213,-122.55821228,2
45.559345115,-122.552778674,4
45.5595016479,-122.554084778,3
45.559462,-122.558262,1
45.5557773729,-122.570005277,1
45.559,-122.55217,8
45.557093,-122.554951,1
45.551158905,-122.558601379,2
45.5588275194,-122.553507462,3
45.5569458008,-122.557434082,1
45.2359472215,-120.184869468,5
45.356048584,-119.552978516,15
45.233392348,-120.185238773,6
44.9999349564,-120.214392543,3
45.3541832743,-119.553656839,4
44.99976,-120.21511,11
44.9990927428,-120.213646218,2
45.2359619737,-120.184869468,13
44.83529,-119.79441,3
45.3532918576,-119.550748665,9
44.999406661,-120.213829279,3
45.3624576788,-119.557676573,1
44.9664119,-120.2477528,1
45.35712,-119.55375,3
45.2350118011,-120.184848011,3
45.35507,-119.5529,3
44.8348999023,-119.794288635,1
44.8313408,-119.7933273,1
45.35375,-119.55119,1
44.1468583229,-121.330909733,26
44.1467522,-121.3312732,22
44.148158,-121.333679,138
44.1516618633,-121.331783353,8
44.149620503,-121.330775209,31
44.1471531778,-121.330952656,13
44.1462888,-121.3325986,86
44.1474436582,-121.331969029,2
44.1484451592,-121.3307804,4
44.1469566285,-121.330888532,8
44.1481590271,-121.333679199,1
44.1481666565,-121.330337524,7
44.160039327,-121.35790885,35
44.1801549299,-121.337458268,1
44.0723953247,-121.300827026,2
44.1424525,-121.3637149,1
44.188439,-121.2910118,3
44.05844,-121.31545,2
44.1176574075,-121.290238375,1
42.92772,-123.27962,80
42.9511899,-123.36587,10
43.0245804,-123.2886972,36
42.98246,-123.32404,14
42.92531,-123.27777,25
42.95018,-123.3657,5
43.0039740861,-123.302540816,41
43.0263976343,-123.291246313,51
42.972563,-123.334712,21
42.932029,-123.280939,16
42.9385661947,-123.283128506,25
42.93365,-123.28166,40
42.926045,-123.278144,13
42.9729294142,-123.340556771,13
42.9729,-123.3389,8
43.026248,-123.290725,37
42.98775,-123.31935,3
42.9295655529,-123.279904298,7
42.93921,-123.28332,47
43.0239949649,-123.287983127,19
42.939286,-123.2839168,52
42.929531,-123.27963,4
43.0174407959,-123.294570923,17
43.02649,-123.28906,10
43.004219,-123.303642,12
43.022251,-123.290146,7
43.0201173,-123.2931205,2
42.9410172869,-123.286731283,8
43.0156576,-123.2929731,3
43.061645,-123.364878,14
42.9410172869,-123.286731283,7
43.01494,-123.29357,3
42.9813079834,-123.330909729,1
43.0181202,-123.2942433,2
43.0256979259,-123.290364994,2
43.02527,-123.2902,1
42.314937,-122.83315,53
43.0585563,-123.436937,1
42.9846000671,-123.31199646,1
43.1010435266,-123.428663759,1
43.0155703425,-123.293077648,1
43.0035828799,-123.30348663,2
43.02512,-123.28694,1
44.6329447822,-121.129414721,258
44.63374,-121.13044,64
44.63286,-121.1293,5
44.6324346246,-121.129414457,40
44.625244,-121.1306357,23
44.64293,-121.12771,28
44.63489,-121.13105,39
44.62756522,-121.131817326,24
44.6327607,-121.1305046,105
44.6341911847,-121.129364111,2
44.6371447295,-121.129159927,13
44.63147,-121.135,8
44.6216791123,-121.131723449,7
44.6352662841,-121.130782648,15
44.62657,-121.13028,26
44.6392606518,-121.13014698,21
44.649392,-121.128686931,15
44.6332321,-121.129715,1
44.6419258272,-121.128365993,8
44.6651169689,-121.136695055,5
44.63594,-121.1296,4
44.6266774088,-121.129696369,23
44.64384,-121.12799,11
44.63555,-121.12957,3
44.629007,-121.129054,7
44.641544342,-121.129119873,6
44.5966835022,-121.14591217,4
44.6439221849,-121.127747954,1
44.6233520508,-121.130935669,1
44.6297264099,-121.130577087,3
44.6204,-121.133,5
44.62756522,-121.130057126,3
44.6398952285,-121.12913847,11
44.6318172777,-121.130622949,3
44.58898,-121.17628,6
44.61189,-121.13074,1
44.5871837431,-121.177162788,2
44.6131699,-121.13538,6
44.6332165575,-121.129717156,1
44.6205597,-121.1318436,5
44.6153421,-121.1348729,3
44.6188,-121.13415,1
44.588053,-121.177593,2
44.6185791492,-121.133305281,1
44.6338272095,-121.13105011,1
44.6372718811,-121.129074097,2
44.6142339706,-121.135391369,5
44.62064,-121.13378,2
44.6281614,-121.1305906,3
44.5923951,-121.1312536,4
42.92772,-123.27962,80
42.9089949,-122.443014,129
43.0245804,-123.2886972,36
42.778959884,-123.276536372,216
43.38729,-123.32887,87
42.6958351135,-123.395256042,15
42.6956,-123.39635,8
42.7565440563,-122.488331795,20
