lat, lon, val
37.97802,-122.03474,257
38.0176299,-122.13543,86
37.97517,-122.03832,174
38.0526209,-122.1562197,388
38.017456,-122.136069,92
37.98019,-122.06873,241
38.0670912,-122.1677763,161
38.0173381,-122.1361415,107
37.9699,-122.05156,476
37.9764724503,-122.036636818,133
37.9692329839,-122.056170904,288
37.967283,-122.055705,1653
38.01552,-122.12985,184
37.97278,-122.04404,59
37.992896277,-122.120829701,111
37.968358,-122.032525,209
38.06248,-122.12976,69
36.3288178875,-119.656890035,71
36.3279088721,-119.659060907,122
36.32503,-119.669732,10
36.3241427372,-119.673927681,48
36.3277685132,-119.673375287,49
36.3279435039,-119.672500491,64
36.3276596069,-119.658584595,71
36.3240833398,-119.674149648,119
36.3565,-119.69899,9
36.324027,-119.673719,46
36.328454661,-119.674572381,100
36.3164129228,-119.709233496,25
36.3276291,-119.6626511,16
36.3252658779,-119.66930531,5
36.3213250425,-119.673564837,34
36.322034,-119.6734332,60
36.3251106,-119.6724901,13
36.3256437,-119.6731349,46
36.325633,-119.674683,117
36.327709198,-119.672088623,83
36.31597,-119.70871,28
36.3182977962,-119.708914161,7
36.3429679871,-119.709312439,2
36.3255147486,-119.672623973,43
36.3276533929,-119.67774136,14
36.3183450338,-119.70943598,6
36.31376,-119.67225,31
36.357584744,-119.663767892,3
36.32763,-119.66263,17
36.3239673956,-119.673729949,48
36.319819,-119.671573,42
36.3275540952,-119.673348952,18
36.32327,-119.67235,101
36.32503,-119.669732,49
36.32753,-119.65681,11
36.32744,-119.66898,82
36.325229635,-119.674149578,56
36.3132286,-119.673233,4
36.3274466992,-119.673352017,29
36.3251720806,-119.673437796,36
36.3262418188,-119.673471451,20
36.3217516047,-119.675886192,52
36.3430350552,-119.656594321,18
36.3226457525,-119.67335094,19
36.3132099648,-119.672641276,3
36.3215556782,-119.673602879,34
36.3284225464,-119.657302856,22
36.32503,-119.669732,2
36.3290230597,-119.67634598,11
36.328487308,-119.672496375,24
34.905102,-116.821246,69
34.901454,-116.883448,1001
34.9014797736,-116.888977059,111
34.9481422738,-116.864962563,52
34.91943,-116.7692,101
34.92859,-116.88661,9
34.9015068484,-116.886355877,27
34.904235,-116.886896,4
34.9041191766,-116.888478821,29
34.8853302002,-116.889427185,7
34.9040776436,-116.886540894,2
34.904042512,-116.887435379,3
34.8635978,-116.8848364,3
34.9042872763,-116.888164307,16
34.9068334,-116.835334,3
34.9014892502,-116.887149811,11
34.90557,-116.89241,12
34.9204864502,-116.769050598,8
34.4254921851,-117.299589402,15
34.0803430271,-118.082967438,18
34.0800073,-118.0969095,27
34.0920578,-118.1337775,66
34.0800967712,-118.104387511,657
34.0796451238,-118.084381071,2216
34.0808148267,-118.09037067,11
34.0622551,-118.1314873,7
34.0954634637,-118.099757263,5
34.061709,-118.1340441,1154
34.061277766,-118.091043731,250
34.0453419138,-118.09938914,457
34.10183,-118.11039,130
34.0949037358,-118.127761334,330
34.060130215,-118.090922809,423
34.1260766,-118.055765,15
34.083881,-118.07273,454
34.0794022683,-118.093228678,1610
34.079331,-118.110971,8
34.0746392175,-118.071369522,925
34.0998151436,-118.074927181,78
34.0788871797,-118.109531356,1541
34.0623302,-118.0845813,42
34.0782664,-118.1257901,1418
34.0811818501,-118.066225783,86
34.0623093,-118.0736313,229
34.0943313269,-118.126724721,44
34.0715595,-118.0680537,281
34.061973133,-118.054912052,672
34.07944,-118.08344,25
34.0915561,-118.0420407,958
34.09523,-118.10002,307
34.071836248,-118.067632243,72
34.0985908508,-118.120239258,1908
34.1046157762,-118.073243424,434
34.062649337,-118.121541291,1864
34.0796599,-118.09324,855
34.07705,-118.14351,577
34.0787988676,-118.052054261,626
34.0801919682,-118.091063318,640
34.1467323303,-118.130653381,605
34.0773135702,-118.020318357,263
34.0654488,-118.0909119,361
34.08058,-118.09301,928
34.0793322,-118.1109581,545
34.102792,-118.11174,2251
34.0607067,-118.0914544,17
34.1161570568,-118.150170185,20
34.0624851,-118.0775188,127
34.06219,-118.08452,180
34.0914395394,-118.040350777,83
37.1140243849,-121.644172481,98
37.0857699,-121.6092,23
37.110886,-121.6403867,301
37.11032,-121.63882,39
37.12916,-121.65052,259
37.1130801545,-121.637879449,346
37.01356,-121.577,8
37.0198192888,-121.57778897,505
37.0870018005,-121.603355408,10
37.0124363,-121.5946556,416
37.0592199663,-121.596381627,57
37.086673,-121.611613,114
37.1276540184,-121.651966428,793
37.01763,-121.57438,515
37.11079,-121.642813,83
37.0568423535,-121.589054222,22
37.12994,-121.653458,527
37.11742,-121.64632,16
37.129094,-121.653865,448
37.1543,-121.67469,189
37.11032,-121.63882,115
37.1494043,-121.6558163,341
37.1302984424,-121.651797816,747
37.129096,-121.6529,306
37.1183867,-121.6456028,85
37.114082,-121.644264,150
37.1335,-121.62946,241
37.0125923157,-121.59539032,126
37.1137213759,-121.638232112,120
37.01427,-121.585,395
37.0900310583,-121.596365232,3
37.0853004456,-121.611099243,53
37.12858,-121.65258,241
37.11217497,-121.643401704,237
37.12803,-121.65894,71
37.0133727,-121.5956325,172
37.0136493,-121.580852,81
37.00912,-121.56922,23
37.01366,-121.578,142
37.1280407,-121.652838,590
37.129751,-121.653718,354
37.1267594798,-121.651115455,542
37.11688,-121.64474,136
37.1132073145,-121.638772259,72
37.1245208,-121.6497613,221
37.1133500673,-121.638360587,134
37.0321356527,-121.581780352,45
37.0125057915,-121.595907547,152
37.128375,-121.659042,233
37.11357,-121.63804,103
32.84082,-116.61373,146
32.8419996,-116.7034773,29
32.9878522,-116.5845484,202
32.8223600239,-116.530516595,64
32.8217733,-116.5292533,102
32.8542327136,-116.595468298,21
32.86603,-116.420003,183
32.8419996,-116.7034773,21
32.8535766602,-116.615882874,38
32.8352662022,-116.759991818,346
32.842098,-116.705841,90
32.8425641746,-116.705140913,368
32.8099632263,-116.624954224,4
32.8394121677,-116.614627317,6
32.8352330886,-116.763461014,108
32.8227663008,-116.530806273,20
32.8348061,-116.7594857,130
32.83522,-116.7543,101
32.8384432954,-116.777033319,138
32.8410623528,-116.704976362,33
32.8421417582,-116.70553237,132
32.8655627,-116.4204123,45
32.8383597136,-116.776737558,134
32.82103,-116.52746,3
32.85357,-116.61589,5
32.8408559416,-116.704982302,64
32.8369905925,-116.777736617,155
33.0286829,-116.5704172,48
32.834924038,-116.754457345,104
32.8542327136,-116.595468298,3
32.8370486642,-116.776348623,205
32.8354725,-116.7651403,475
32.83542,-116.76827,52
32.840501,-116.704384,22
32.83234,-116.730209,20
32.82177,-116.52879,7
32.8385690012,-116.777293349,189
32.8425641746,-116.705140913,3
32.8350296,-116.7670288,78
32.83838,-116.77701,91
32.8407697,-116.706951,5
32.83675,-116.77659,141
32.83686,-116.7732,46
32.833988,-116.749443,40
32.824870461,-116.775419687,61
32.8379640044,-116.777318247,40
33.05062,-116.62498,14
32.8354196995,-116.765972301,65
32.8371408484,-116.776646675,21
32.8351,-116.7553,27
34.0945448887,-118.338174904,1599
34.097618103,-118.34992981,546
34.10196,-118.32769,16
34.0995247057,-118.329240116,440
34.0981492,-118.3501071,964
34.0985500249,-118.322123587,3300
34.1015986165,-118.340222463,528
34.1015034415,-118.326035514,396
34.10052,-118.32927,568
34.087631,-118.333356,1734
34.1018677813,-118.312002611,330
34.101861,-118.324186,422
34.09009,-118.32624,270
34.1008792552,-118.329424086,32
34.1014118837,-118.327922271,884
34.0835385587,-118.327162407,32
34.09954,-118.32911,1794
34.090825,-118.3323209,729
34.0909401,-118.3287251,144
34.097797,-118.318305,402
34.0941,-118.32734,28
34.083628,-118.330168,2342
34.0941,-118.32734,141
34.0906151,-118.3137966,328
34.101411,-118.341748,1737
34.083673,-118.341008,698
34.093984,-118.327639,1395
34.1015475337,-118.313183784,229
34.08307,-118.28427,48
34.0978320313,-118.326104594,919
34.0835645489,-118.341970629,22
34.1040390206,-118.328794789,169
34.1014587307,-118.327116291,296
34.1001618159,-118.32981361,562
34.0880681,-118.308962,473
34.0981449,-118.3504349,84
34.0982846,-118.3466992,2713
34.1003728129,-118.329342038,1840
34.1017821427,-118.3403391,96
34.0979189878,-118.318468486,1256
34.1021077917,-118.340764234,108
34.1042113,-118.2916451,28
34.09602,-118.339,79
34.101256,-118.3455514,103
34.1019668579,-118.327514648,113
34.0959188289,-118.326494047,114
34.097565,-118.335702,490
34.0837144355,-118.350571408,4187
34.1015851,-118.312694,48
34.0836115583,-118.309643491,94
40.99504,-122.41779,52
41.222903,-122.276451,752
41.2100982666,-122.271636963,87
41.2528642,-122.1392206,72
41.4210557,-122.3843621,429
41.2110367728,-122.272096583,164
41.21195,-122.2718,266
41.2354,-122.267,100
40.88621,-122.38469,29
40.7339380593,-122.941094422,96
41.2371063232,-122.136390686,11
41.25228,-122.13757,27
41.3045531,-122.3095029,264
41.2496587525,-122.137070708,17
41.20903,-122.27285,85
41.2515042722,-122.136275098,84
41.2100812931,-122.272650339,59
41.31273,-122.31121,100
41.185,-122.29221,112
41.2100697,-122.2725151,49
40.8872354597,-122.384907314,3
40.9792500965,-122.702736855,12
40.6564007789,-122.912463807,37
40.885431938,-121.657597013,37
41.21069,-122.27133,106
40.8822223,-121.663707,84
40.581398,-122.354949,446
40.564358,-122.239022,129
41.0865001594,-122.706513692,23
40.7075961464,-122.802107334,19
41.256498,-121.834691,15
41.30471,-122.30971,148
41.3135485679,-122.312838558,18
41.2528148,-122.1392179,20
41.39931,-122.37635,28
40.702394,-122.800946,12
41.3084561608,-122.310881806,94
41.21571,-122.27297,23
41.2507403985,-122.135983407,63
41.255106,-122.139091,24
40.7204891249,-122.931070303,22
40.57911,-122.39289,241
40.65865,-122.35849,116
40.68083,-122.37246,96
40.5833040257,-122.390808354,3
40.7566052188,-122.323498685,95
40.9808364652,-122.704210052,3
40.5819199,-122.39083,3
41.42174,-122.38595,227
40.58756,-122.3954,12
36.8419,-121.53498,176
36.8440939957,-121.536167255,10
36.8447592,-121.5373339,87
36.84395,-121.53702,165
36.8449249268,-121.537651062,83
36.8435516357,-121.534889221,136
36.8447761536,-121.536750793,60
36.843804,-121.535893,403
36.8447140252,-121.536769867,15
36.8438939,-121.5353099,249
36.84523,-121.53735,32
36.8413162231,-121.534729004,51
36.8441429138,-121.536575317,29
36.8413162231,-121.534729004,24
36.826751709,-121.506546021,23
36.84584,-121.53873,2
36.84584,-121.53873,42
36.8555374146,-121.532936096,1
36.8532,-121.4014,5
36.8592,-121.50318,11
36.8439483643,-121.53540802,4
36.8433442411,-121.538415288,1
36.8729324341,-121.55292511,7
36.8453826904,-121.509361267,1
36.844532,-121.540885,1
36.8413162231,-121.534729004,1
36.83399,-121.53223,2
36.8447761536,-121.536750793,3
36.90831,-121.75482,8
37.7831268311,-122.223999023,117
33.2883211575,-117.082933131,195
33.2673251,-116.9541381,61
33.23071,-117.02558,67
33.23143,-117.03406,152
33.2318687439,-117.025169373,28
33.2663979205,-116.955301973,11
33.23055,-117.03671,53
33.266636,-116.955951,21
33.219267,-116.97337,130
33.266634,-116.955937,44
33.236498,-117.005879,24
33.23599,-117.05333,128
33.2181656,-117.0333851,123
33.2185835,-116.9742336,331
33.23088,-117.02364,83
33.20735,-116.98573,312
33.2185835,-116.9742336,92
33.12279,-117.08001,96
33.1277199,-117.07219,540
33.122613,-117.079242,815
33.31456,-116.86568,87
33.1187820693,-117.085142666,430
33.267697,-116.95542,32
33.249429,-117.1463397,166
33.3029727984,-116.977194551,63
33.3636758338,-117.082928391,834
33.135559082,-117.186607361,1520
33.1396959,-117.1635014,531
33.332287,-117.1620891,469
33.1581317323,-117.100027678,282
33.26668,-116.954125,183
33.2659913599,-116.954770312,8
33.332289,-117.162081,172
33.2185835,-116.9742336,822
33.177386,-116.998289,62
33.2669476995,-116.955442115,99
33.0696793663,-117.064611267,21
33.1398100539,-117.09148787,136
33.32883,-117.00196,46
33.1169480792,-117.119835988,3933
33.1406532,-117.0942035,11
33.364344,-117.0862636,7
33.2893028259,-116.967712402,49
33.1283149715,-117.072496153,643
33.227944715,-116.98557414,30
33.125033,-117.112933,616
33.2309913635,-117.030525208,24
33.2659997314,-116.953920611,8
33.2289543152,-117.04360199,4
33.1218805422,-117.07867794,261
35.6467285156,-117.815597534,81
35.6467208862,-117.813827515,4
35.6469589,-117.8148313,66
35.6404844,-117.6696851,42
35.6448834126,-117.678810916,49
35.61575,-117.669842,102
35.6246333,-117.672429,33
35.62273,-117.67092,112
35.62348,-117.67081,123
35.6366009714,-117.688111067,76
35.6363,-117.67096,19
35.6366853592,-117.669467165,133
35.6514303702,-117.674958206,39
35.635955,-117.670209,156
35.6074715,-117.671257,69
35.64775,-117.69273,5
35.6418574257,-117.669290336,76
35.6516177952,-117.674259469,82
35.6117537618,-117.668692838,40
35.62273,-117.67302,14
35.64668,-117.67788,115
35.6382334391,-117.677580615,18
35.6154241662,-117.669724985,60
35.639871,-117.67876,87
35.6459592483,-117.670067997,136
35.6230481313,-117.669302004,42
35.63782,-117.67068,17
35.6383323687,-117.678677946,10
35.63435,-117.670234,47
35.6221847534,-117.678543091,19
35.65036,-117.67081,76
35.646574,-117.812695,3
35.6366036487,-117.668367551,8
35.638323,-117.677314,59
35.647891,-117.809828,2
35.6434602901,-117.669363574,24
35.6381244403,-117.678508759,15
35.63806,-117.67913,69
35.6517451,-117.746343,1
35.62203,-117.66875,28
35.62047,-117.67051,9
35.63782,-117.67068,35
35.6223083,-117.6698151,4
35.62346,-117.67035,38
35.6516180853,-117.674303865,4
35.6459699518,-117.679164948,24
35.63022,-117.67029,13
35.6249713898,-117.669837177,9
35.6374440465,-117.669268884,23
35.6227340698,-117.676513672,19
38.6907806396,-121.457366943,60
38.6504753262,-121.503042601,1816
38.6905632019,-121.456474304,28
38.6912881429,-121.444072723,39
38.69135,-121.44782,24
38.6917397394,-121.443987498,90
38.6855926514,-121.457557678,3
38.6912971,-121.4449535,38
38.6909251,-121.4482991,48
38.6715135,-121.3827451,526
38.61135,-121.42284,661
38.638038,-121.498083,344
38.6531984,-121.3545631,557
38.68335,-121.4548,72
38.6104354858,-121.354400635,927
38.6590682544,-121.511370642,273
38.6715027861,-121.382822406,351
38.63673,-121.43215,257
38.61329,-121.49549,166
38.7188339233,-121.380935669,447
38.63913,-121.50348,239
38.657420335,-121.522645894,171
38.6908819965,-121.447860003,17
38.6985054016,-121.429862976,7
38.6395096,-121.4983502,54
38.6830244702,-121.454879735,28
38.6491645,-121.5096977,588
38.6546348755,-121.528039612,521
38.6592909354,-121.511632616,230
38.6911252141,-121.456620768,10
38.684249314,-121.555499691,28
38.6377903441,-121.503876639,55
38.6669341233,-121.386514865,403
38.6401479107,-121.509765051,653
38.64806,-121.51029,30
38.65539,-121.35373,500
38.62376,-121.40096,150
38.712948,-121.366273,109
38.6833181,-121.4547597,48
38.6444526,-121.3831186,239
38.65336,-121.38239,168
38.62651,-121.47467,77
38.6588807984,-121.510957951,504
38.61082,-121.44872,96
38.68019,-121.38336,123
38.634208,-121.503361,219
38.6589248795,-121.511303873,206
38.6782619712,-121.383204832,218
38.6495895807,-121.510977745,529
38.6559341328,-121.523957507,32
39.27103,-123.2401,18
39.265797,-123.203629,23
39.16512,-122.91035,185
39.2453194,-123.1970825,24
39.25974,-123.22763,140
39.1850255,-123.2098059,48
39.2648658752,-123.204360962,6
39.1675071716,-123.211746216,36
39.2442815,-123.1980254,7
39.2331008911,-123.202224731,58
39.14714,-123.20572,14
39.23693176,-123.204910755,31
39.27056,-123.2392,41
39.3212471008,-123.09828186,1
39.1636657715,-122.910675049,11
39.32194,-123.09862,1
39.245556,-123.196976,3
39.1686782837,-123.210716248,34
39.16424,-122.91133,8
39.305439,-123.063819,2
39.24633,-123.20553,27
39.2687674,-123.1872443,2
39.19219,-123.20761,10
39.229151,-123.100615,4
39.1703607773,-123.212140668,58
39.1917953491,-123.207580566,16
39.2007,-123.21447,70
39.162369,-122.912642,31
39.3591308594,-123.128135681,1
39.2570648,-123.2382355,2
39.1800799,-123.21049,32
39.337352,-123.226336,3
39.188205719,-123.227966309,1
39.1639404,-122.9113693,9
39.1689339,-123.2115402,41
39.1689185053,-123.006303236,1
39.1675071716,-123.211746216,9
39.2453194,-123.1970825,3
39.2656364441,-123.174468994,1
39.2704162598,-123.189941406,1
39.20169,-123.20214,3
39.1664591406,-123.211431828,34
39.2560195923,-123.229545593,1
39.17502,-123.21158,7
39.1648,-122.91113,19
39.1694717,-123.2106934,3
39.2601852417,-123.222450256,2
39.1663513184,-123.210250854,9
39.2629547119,-123.218902588,2
39.16842,-123.20918,11
36.43294,-119.68774,3
36.4887772569,-119.515657894,115
36.5179250389,-119.556541219,102
36.32748,-119.64199,132
36.3288178875,-119.656890035,71
36.32626,-119.64689,227
36.448224,-119.485991,373
36.4672426879,-119.777291045,4
36.5170818644,-119.549121349,76
36.3437271118,-119.637664795,53
36.5596272,-119.6148355,275
36.4314651489,-119.797904968,6
36.33287,-119.63737,119
36.56927,-119.61365,72
36.5165086821,-119.551178813,65
36.5682211518,-119.611494318,51
36.51567,-119.55714,75
36.29799,-119.79675,98
36.56528,-119.60941,95
36.3273662647,-119.605106448,50
36.3273831474,-119.645764658,10
36.32670723,-119.646082409,43
36.5150108337,-119.551834106,143
36.32884,-119.64564,464
36.5433282405,-119.831837788,17
36.43125,-119.85894,4
36.5168737193,-119.549084067,22
36.51886,-119.56045,32
36.5415180204,-119.834473059,7
36.51456,-119.55364,18
36.3263849468,-119.64623833,99
36.3279088721,-119.659060907,122
36.31985,-119.61655,11
36.5636758673,-119.607891105,17
36.575108,-119.623674,20
36.3011665344,-119.786697388,97
36.3432875,-119.6370747,28
36.30575,-119.7804,21
36.3243255615,-119.654541016,49
36.5181768696,-119.565651678,21
36.30781,-119.78132,35
36.3277685132,-119.673375287,49
36.30148,-119.78456,20
36.5534278921,-119.628453698,10
36.32625,-119.64967,5
36.3278885,-119.6385727,28
36.3276596069,-119.658584595,71
36.2975006,-119.8084412,33
36.3434801996,-119.637115449,17
36.328454661,-119.674572381,100
37.8681812435,-122.267604768,3762
37.8798356,-122.2694873,4730
37.8785970706,-122.268645902,2059
37.8552798182,-122.292307913,1881
37.8718315416,-122.272098809,679
37.8662142065,-122.267341609,3100
37.87003,-122.30046,1841
37.8661768829,-122.25878263,316
37.8725528522,-122.266746457,1173
37.8681334,-122.2679719,808
37.8670846,-122.2587409,1321
37.8755147371,-122.259808405,124
37.8718158,-122.2696171,597
37.869939182,-122.268999517,1384
37.86763,-122.25812,720
37.8487361393,-122.272188999,547
37.861283289,-122.298402439,2127
37.870549173,-122.299892243,1241
37.868068,-122.258124,1412
37.85778,-122.25336,39
37.8776385324,-122.295125239,235
37.863683,-122.258976,848
37.8698395884,-122.287912028,937
37.8719712049,-122.26911284,765
37.8703054831,-122.266062498,1451
37.87214,-122.26705,478
37.87154,-122.29259,798
37.8682630278,-122.258025722,96
37.867982,-122.259899,118
37.87994,-122.29714,111
37.87024,-122.26712,128
37.86772,-122.25739,1819
37.8797404028,-122.26899094,442
37.851492539,-122.289982438,681
37.8285946113,-122.259883322,4687
37.8726199663,-122.268779911,147
37.86782,-122.26943,129
37.8694781028,-122.266114248,2010
37.87087,-122.26857,115
37.8722582,-122.2732548,52
37.8351598137,-122.262654752,57
37.87164,-122.26961,879
