46.97091,-123.8261,44
46.97492,-123.81718,154
46.9770742580381,-123.886434794776,32
46.9569615401972,-123.772253708909,29
46.97726,-123.88298,116
46.9753134,-123.8490286,7
46.979221,-123.6040543,35
46.9566385,-123.7712967,59
46.97485,-123.84276,62
46.9783446,-123.8855174,54
46.95033639619,-124.150980859995,53
46.9812,-123.88549,83
46.97706,-123.816956,84
46.9757766723633,-123.811965942383,99
46.9807739257812,-123.906715393066,53
47.00678,-124.16483,24
46.9768450409174,-123.601074367762,50
47.0145167,-124.1666438,187
47.0036277770996,-123.419021606445,52
46.8870964050293,-124.112045288086,99
46.9723409473791,-123.820837475359,43
46.90863,-124.1129,118
46.9821586608887,-123.885322570801,37
46.961592,-123.803034,24
47.01293,-124.16234,253
46.9749477,-123.8565139,87
46.9755361229181,-123.817348256707,94
46.9057073353878,-123.717212677002,75
46.9741061391894,-123.817534220182,16
46.97121,-123.82702,46
46.975406,-123.813873,88
46.977809,-123.60132,57
46.9731155776873,-123.817996680737,43
46.9743034343535,-123.817534919,24
46.9712188715582,-123.820568488351,15
46.9795259088278,-123.60053524375,18
46.979269,-123.600452,18
46.972935,-123.819988,25
47.00439,-123.40491,24
46.9808935,-123.6010692,26
47.00899,-124.162,54
47.0135066,-124.1617857,75
46.97372,-123.87148,20
46.976112,-123.876576,9
46.979736328125,-123.604644775391,2
46.97664,-123.80507,29
47.0070039108403,-124.162701434243,680
47.113655090332,-124.174301147461,71
47.00972,-124.16553,171
46.9655342102051,-123.801887512207,55
